date,prices
1-Feb-17,174.9526615
1-Mar-17,177.2935424
1-Apr-17,179.3909499
1-May-17,181.2538719
1-Jun-17,182.7662511
1-Jul-17,183.421744
1-Aug-17,183.7388062
1-Sep-17,183.7537011
1-Oct-17,184.1164575
1-Nov-17,184.4399973
1-Dec-17,184.4929495
1-Jan-18,185.0070756
1-Feb-18,186.7711524
3-Mar-18,189.109587
1-Apr-18,191.2801855
1-May-18,193.1639384
1-Jun-18,194.3856342
1-Jul-18,194.6878539
1-Aug-18,194.7656647
1-Sep-18,194.4325412
1-Oct-18,194.3285454
1-Nov-18,193.7114645
1-Dec-18,193.1460704
